,tensor,cid
3642,"[[0.0, 0.0, 0.0, 0.03914477676153183, 0.013048258610069752, 0.0, 0.019572388380765915, 0.0, 0.03262064605951309, 0.0, 0.013048258610069752, 0.019572388380765915, 0.0, 0.0, 0.0, 0.058717165142297745]]",863-0e117c1684b5ebd6093fc17b468455d1
3643,"[[1.0364010334014893, 0.22881582379341125, 0.21535606682300568, 0.24900545179843903, 0.17497681081295013, 0.2557353377342224, 0.17497681081295013, 0.24227558076381683, 0.2691950798034668, 0.1345975399017334, 0.15478716790676117, 0.18843655288219452, 0.2557353377342224, 0.15478716790676117, 0.2018963098526001, 0.10094815492630005]]",None-bf2b729332ba6c513c7e529a879fbb7a
3644,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.00481683574616909, 0.0, -0.00481683574616909, -0.00963367149233818]]",944-bf2b729332ba6c513c7e529a879fbb7a
3645,"[[-1.1852115392684937, -0.8619720339775085, -0.10774650424718857, -0.053873252123594284, 0.0, -0.10774650424718857, 0.0, -0.053873252123594284, 0.0, -0.10774650424718857, -0.053873252123594284, -0.053873252123594284, 0.0, 0.0, 0.0, 0.0]]",1281-a6ff91bca049d542a6c0e42e195e2beb
3646,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.007071963045746088, 0.03535981476306915]]",1102-None
3647,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.020635822787880898, 0.0, -0.010317911393940449]]",802-b769b7c4664af95672dabb38a2d2589e
3648,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.01279384084045887]]",1511-ff0ad3b6b2c6b4ead7e211741c3e6079
3649,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010954093188047409]]",847-a8ec907a5ac10f3960aabf52e1f65f1c
3650,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.027614373713731766, 0.11045749485492706, 0.22091498970985413]]",673-6e3448396e2ee63902a0af2aef147abd
3651,"[[-0.6794114112854004, -2.3779399394989014, -3.0573513507843018, -8.832347869873047, -11.889699935913086, -11.210288047790527, -1.0191171169281006, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",673-945aba0d61c82ce0703573f9a8cb7028
3652,"[[-0.16399481892585754, -0.06149805709719658, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",807-d652fe8e03e91d2a282fe613952fea13
3653,"[[-0.015220623463392258, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",1313-325c44502587cf000bcd62f0ad342d1c
3654,"[[-0.39784717559814453, -26.65576171875, -0.7956943511962891, 0.0, -0.39784717559814453, 0.0, -1.1935415267944336, -1.5913887023925781, -2.387083053588867, -0.39784717559814453, -0.39784717559814453, -1.1935415267944336, 0.0, -0.39784717559814453, 0.0, 0.0]]",1994-ae9eedb427f5b2235befd37366fc09d7
3655,"[[-0.015220623463392258, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",1753-6e3448396e2ee63902a0af2aef147abd
3656,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",1039-b204a52388d0bd5b1208ae6993d3381a
3657,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010954093188047409]]",1806-109f87b3124b4aa25e9a49c3712b50da
3658,"[[-1.9193310737609863, -1.1111916303634644, -1.3132264614105225, -1.1617003679275513, -0.50508713722229, -0.8081393837928772, -0.252543568611145, -0.5555958151817322, -0.7576306462287903, -0.8081393837928772, -0.6566132307052612, -0.9596655368804932, -0.5555958151817322, -0.8586481213569641, -0.6566132307052612, -0.2020348459482193]]",1313-8337b9cef94666f2dd2dde02a8292544
3659,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010111233219504356, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010111233219504356, -0.010111233219504356]]",1273-ff0ad3b6b2c6b4ead7e211741c3e6079
3660,"[[-0.038003191351890564, 0.0, 0.0, -0.038003191351890564, -0.038003191351890564, -0.07600638270378113, -0.07600638270378113, -0.038003191351890564, 0.0, 0.0, -0.07600638270378113, -0.11400957405567169, 0.0, -0.038003191351890564, -0.15201276540756226, -0.11400957405567169]]",1281-7cff2e687e4d4557864a33ffbcb16738
3661,"[[-0.0329962819814682, -0.0329962819814682, -0.0329962819814682, 0.0, 0.0, -0.0329962819814682, 0.0, -0.0659925639629364, 0.0, 0.0, 0.0, -0.0329962819814682, 0.0, -0.0329962819814682, -0.0989888459444046, -0.0329962819814682]]",887-c98f23c5f01e87429e00db4566cca238
3662,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.005519240628927946]]",1756-None
3663,"[[0.0, 0.0, 0.0, 0.0, -0.015091048553586006, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.015091048553586006]]",1459-bf2b729332ba6c513c7e529a879fbb7a
3664,"[[75.47705078125, 20.209701538085938, 20.415924072265625, 23.921688079833984, 26.19012451171875, 26.396345138549805, 24.334131240844727, 19.384815216064453, 18.766151428222656, 26.808788299560547, 23.509244918823242, 17.11638069152832, 15.054165840148926, 20.62214469909668, 16.291494369506836, 26.19012451171875]]",662-7cff2e687e4d4557864a33ffbcb16738
3665,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010954093188047409]]",1696-None
3666,"[[0.0, 0.0, 0.0, 0.08884938061237335, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01776987686753273, 0.0, 0.0, 0.0, 0.0, 0.1776987612247467, 0.19546864926815033]]",682-109f87b3124b4aa25e9a49c3712b50da
3667,"[[0.0, 0.0, 0.0, 0.0, 0.0, -0.0064622568897902966, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0064622568897902966]]",1653-0e117c1684b5ebd6093fc17b468455d1
3668,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",1693-d652fe8e03e91d2a282fe613952fea13
3669,"[[0.0, 0.0, 0.0, 0.0, -0.016526201739907265, 0.0, 0.0, 0.0, -0.016526201739907265, -0.016526201739907265, 0.0, -0.016526201739907265, -0.016526201739907265, 0.0, -0.016526201739907265, -0.016526201739907265]]",903-109f87b3124b4aa25e9a49c3712b50da
3670,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010954093188047409]]",1357-None
3671,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014028831385076046, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014028831385076046, 0.028057662770152092, 0.04208649322390556, 0.04208649322390556]]",1221-bf2b729332ba6c513c7e529a879fbb7a
3672,"[[-0.015220623463392258, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",856-bf2b729332ba6c513c7e529a879fbb7a
3673,"[[-0.015220623463392258, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",546-a8ec907a5ac10f3960aabf52e1f65f1c
3674,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",1257-a8ec907a5ac10f3960aabf52e1f65f1c
3675,"[[-0.0040576765313744545, -0.0027051176875829697, 0.0, -0.0013525588437914848, -0.0027051176875829697, -0.0027051176875829697, 0.0, -0.0040576765313744545, -0.0040576765313744545, 0.0, -0.0027051176875829697, -0.0013525588437914848, -0.0040576765313744545, -0.005410235375165939, -0.010820470750331879, -0.0013525588437914848]]",1285-6c0300c09cfa4e3e433ac2351fdd1116
3676,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010954093188047409]]",1709-bc60740bd945df22b941326f4ee149a4
3677,"[[-0.04834343120455742, -0.016114477068185806, -0.03222895413637161, -0.02417171560227871, -0.016114477068185806, -0.04834343120455742, -0.008057238534092903, -0.03222895413637161, -0.04834343120455742, -0.008057238534092903, -0.02417171560227871, -0.03222895413637161, -0.04834343120455742, -0.040286190807819366, -0.040286190807819366, -0.02417171560227871]]",655-c98f23c5f01e87429e00db4566cca238
3678,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.01279384084045887]]",1718-0e117c1684b5ebd6093fc17b468455d1
3679,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010954093188047409]]",1551-0e117c1684b5ebd6093fc17b468455d1
3680,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.011006281711161137, 0.0, 0.0, 0.0, 0.0, -0.011006281711161137]]",1553-c98f23c5f01e87429e00db4566cca238
3681,"[[-0.015220623463392258, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",1099-84ba85e3ba7c637db874128c830a0e53
3682,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010954093188047409]]",1573-8337b9cef94666f2dd2dde02a8292544
3683,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.005519240628927946]]",1063-183abbbe8fae350cc608984e93217b67
3684,"[[0.0, -0.03202977031469345, 0.0, 0.0, -0.03202977031469345, -0.03202977031469345, 0.0, 0.0, 0.0, -0.016014885157346725, 0.0, 0.0, -0.016014885157346725, 0.0, -0.016014885157346725, -0.03202977031469345]]",1791-cd130f9088f23d67bce0e13c9eb329b0
3685,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.023776672780513763, 0.0, 0.0, 0.0, 0.0, -0.003962778951972723, 0.0, 0.0, -0.003962778951972723, -0.007925557903945446]]",1166-0e117c1684b5ebd6093fc17b468455d1
3686,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010954093188047409]]",896-0e117c1684b5ebd6093fc17b468455d1
3687,"[[-0.015220623463392258, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",1484-7cff2e687e4d4557864a33ffbcb16738
3688,"[[-0.12157147377729416, -0.607857346534729, -0.3039286732673645, -0.48628589510917664, -0.547071635723114, -0.3647144138813019, -0.12157147377729416, -0.18235720694065094, -0.3039286732673645, -0.12157147377729416, 0.0, 0.0, 0.0, 0.0, -0.06078573688864708, -0.06078573688864708]]",934-6c0300c09cfa4e3e433ac2351fdd1116
3689,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",1963-a8ec907a5ac10f3960aabf52e1f65f1c
3690,"[[-0.015220623463392258, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",592-109f87b3124b4aa25e9a49c3712b50da
3691,"[[0.0, 0.0, -0.0018361216643825173, -0.005508365109562874, -0.0018361216643825173, 0.0, -0.0018361216643825173, -0.0036722433287650347, -0.0018361216643825173, -0.0018361216643825173, -0.009180608205497265, -0.011016730219125748, -0.011016730219125748, -0.0036722433287650347, -0.005508365109562874, -0.0018361216643825173]]",1197-bf2b729332ba6c513c7e529a879fbb7a
3692,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.01279384084045887]]",407-945aba0d61c82ce0703573f9a8cb7028
3693,"[[-0.015220623463392258, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",1785-a8ec907a5ac10f3960aabf52e1f65f1c
3694,"[[-0.01693064346909523, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.01693064346909523, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",1455-8c30f7084880dafa1075f78d20d66cde
3695,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.005519240628927946]]",1573-ae9eedb427f5b2235befd37366fc09d7
3696,"[[-0.015220623463392258, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",1751-ff0ad3b6b2c6b4ead7e211741c3e6079
3697,"[[-0.015220623463392258, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",498-None
3698,"[[-0.015220623463392258, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",1236-08db04af40bbfdac104003fe3e310bc9
3699,"[[-0.015220623463392258, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",692-bc60740bd945df22b941326f4ee149a4
3700,"[[-0.3170216977596283, -0.7925542593002319, -0.9510650634765625, -0.7925542593002319, -0.7925542593002319, -1.4265975952148438, -2.060641050338745, -1.2680867910385132, -0.9510650634765625, -3.487238645553589, -4.279792785644531, -0.6340433955192566, -0.6340433955192566, -0.7925542593002319, -0.7925542593002319, 0.0]]",671-a8ec907a5ac10f3960aabf52e1f65f1c
3701,"[[-0.08485835045576096, 0.0, -0.08485835045576096, 0.0, 0.0, -0.12728752195835114, 0.0, -0.1697167009115219, -0.04242917522788048, -0.04242917522788048, -0.08485835045576096, -0.04242917522788048, -0.04242917522788048, -0.04242917522788048, -0.08485835045576096, 0.0]]",1791-dc7f74209b018e293a574b44e2aad001
3702,"[[-0.015220623463392258, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",1749-c98f23c5f01e87429e00db4566cca238
3703,"[[0.02297891117632389, 0.0, 0.02297891117632389, 0.011489455588161945, 0.011489455588161945, 0.011489455588161945, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12638400495052338]]",1032-109f87b3124b4aa25e9a49c3712b50da
3704,"[[-0.2676132917404175, -0.1529218852519989, -0.038230471312999725, -0.05734570696949959, -0.07646094262599945, -0.07646094262599945, -0.019115235656499863, -0.05734570696949959, -0.05734570696949959, -0.07646094262599945, -0.019115235656499863, -0.05734570696949959, -0.038230471312999725, -0.019115235656499863, -0.038230471312999725, -0.019115235656499863]]",1236-8337b9cef94666f2dd2dde02a8292544
3705,"[[-0.015220623463392258, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",201-ff0ad3b6b2c6b4ead7e211741c3e6079
3706,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010954093188047409]]",1455-0bd0bfa6a30999889fa2f08717dda756
3707,"[[0.0, 0.0010767449857667089, 0.0010767449857667089, 0.0, 0.0, 0.0010767449857667089, 0.0021534899715334177, 0.0, 0.0010767449857667089, 0.0010767449857667089, 0.0, 0.0010767449857667089, 0.0010767449857667089, 0.004306979943066835, 0.0, 0.0021534899715334177]]",1253-109f87b3124b4aa25e9a49c3712b50da
3708,"[[-0.016633862629532814, -0.04990158975124359, 0.0, 0.0, -0.016633862629532814, 0.0, 0.0, 0.0, -0.03326772525906563, 0.0, 0.0, -0.03326772525906563, 0.0, -0.03326772525906563, -0.08316931128501892, -0.016633862629532814]]",844-d652fe8e03e91d2a282fe613952fea13
3709,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.5672867298126221, -0.24818794429302216]]",655-10d57cc9146a528e7b023b5aa6a5396d
3710,"[[-0.015220623463392258, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",1800-b769b7c4664af95672dabb38a2d2589e
3711,"[[-0.029859963804483414, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",1254-0e117c1684b5ebd6093fc17b468455d1
3712,"[[0.0, 0.0, 0.0, 0.0, -1.4998801946640015, -2.2498202323913574, -0.7499400973320007, 0.0, 0.0, 0.0, -3.999680519104004, 0.0, -1.7498602867126465, 0.0, -3.7497005462646484, -0.24998003244400024]]",1102-b769b7c4664af95672dabb38a2d2589e
3713,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010954093188047409]]",1304-None
3714,"[[-0.009523187763988972, -0.009523187763988972, 0.0, -0.009523187763988972, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.009523187763988972]]",1806-ae9eedb427f5b2235befd37366fc09d7
3715,"[[-0.008799412287771702, -0.0029331373516470194, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0029331373516470194, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.005866274703294039]]",1253-bf2b729332ba6c513c7e529a879fbb7a
3716,"[[-0.05077844113111496, -0.03385229408740997, -0.016926147043704987, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",1273-d8dd2ff322668978ef960e3b62718caf
3717,"[[-0.01765836402773857, -0.01765836402773857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",1152-bf2b729332ba6c513c7e529a879fbb7a
3718,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010954093188047409]]",1313-c1e0462dce94ea50450c87258ca8be83
3719,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010954093188047409]]",1468-a8ec907a5ac10f3960aabf52e1f65f1c
3720,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010954093188047409]]",1082-bf2b729332ba6c513c7e529a879fbb7a
3721,"[[-0.05376390740275383, 0.0, -0.05376390740275383, 0.0, -0.3763473629951477, 0.0, -0.05376390740275383, -0.05376390740275383, -0.05376390740275383, -0.1612917184829712, 0.0, 0.0, 0.0, 0.0, 0.0, -0.05376390740275383]]",1301-bc60740bd945df22b941326f4ee149a4
3722,"[[-0.014364494010806084, 0.0, 0.0, 0.0, 0.0, -0.007182247005403042, 0.0, -0.007182247005403042, 0.0, 0.0, 0.0, 0.0, -0.007182247005403042, 0.0, 0.0, 0.0]]",1301-40707f1a2c89cf380dfcc9f35187801f
3723,"[[-0.015220623463392258, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",903-0af607c2fa9f1ba55a2f31b9f4799d25
3724,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010954093188047409]]",926-d652fe8e03e91d2a282fe613952fea13
3725,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010954093188047409]]",1620-None
3726,"[[-0.01765836402773857, -0.01765836402773857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",905-0af607c2fa9f1ba55a2f31b9f4799d25
3727,"[[0.0, -0.03361833840608597, -0.022412225604057312, -0.03361833840608597, 0.0, -0.03361833840608597, -0.011206112802028656, -0.022412225604057312, -0.03361833840608597, -0.022412225604057312, -0.022412225604057312, -0.011206112802028656, 0.0, -0.022412225604057312, 0.0, -0.011206112802028656]]",1628-bf2b729332ba6c513c7e529a879fbb7a
3728,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010954093188047409]]",1801-e7eb4484fe23419d9204e2625a089d3f
3729,"[[-0.01693064346909523, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.01693064346909523, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",1570-3426d7dd6b951a03fef2668967d20ccd
3730,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",1391-ae9eedb427f5b2235befd37366fc09d7
3731,"[[-0.006470962427556515, 0.0, 0.0, 0.0, 0.0, 0.0, -0.006470962427556515, 0.0, -0.006470962427556515, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",1278-bc60740bd945df22b941326f4ee149a4
3732,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010954093188047409]]",1313-8c30f7084880dafa1075f78d20d66cde
3733,"[[-0.015220623463392258, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",1390-a31863de508e32f7083b20e47159a977
3734,"[[-0.14428278803825378, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",1981-7cff2e687e4d4557864a33ffbcb16738
3735,"[[0.2657305896282196, 0.0, 0.0, 0.0, 0.0, 0.0, 0.017715372145175934, 0.0531461164355278, 0.0, 0.1594383418560028, 0.0531461164355278, 0.03543074429035187, 0.1062922328710556, 0.17715372145175934, 0.14172297716140747, 0.1062922328710556]]",1231-ae9eedb427f5b2235befd37366fc09d7
3736,"[[-9.522080421447754, -9.522080421447754, -0.3174026906490326, -0.6348053812980652, -0.3174026906490326, -0.4761040210723877, -0.4761040210723877, -0.7935067415237427, -0.4761040210723877, 0.0, 0.0, -0.6348053812980652, 0.0, 0.0, 0.0, 0.0]]",1236-351a947230dbfa971ee867fa9fe5b366
3737,"[[-9.25728988647461, -7.405832290649414, -9.25728988647461, -9.521783828735352, -7.141337871551514, -11.902230262756348, -7.934820175170898, -6.083362102508545, -13.224699974060059, -5.5543742179870605, -5.025385856628418, 0.0, 0.0, 0.0, -0.26449400186538696, -2.380445957183838]]",655-bc60740bd945df22b941326f4ee149a4
3738,"[[-0.015220623463392258, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",1512-8337b9cef94666f2dd2dde02a8292544
3739,"[[-0.004053804557770491, 0.0, 0.0, 0.0, 0.0, -0.0020269022788852453, 0.0, 0.0, -0.0020269022788852453, 0.0, 0.0, 0.0, 0.0, -0.0020269022788852453, -0.0020269022788852453, -0.0020269022788852453]]",1168-bf2b729332ba6c513c7e529a879fbb7a
3740,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.02105124294757843, 0.0, 0.0, 0.0, -0.02105124294757843, 0.0, 0.0, -0.02105124294757843, -0.02105124294757843]]",1739-b769b7c4664af95672dabb38a2d2589e
3741,"[[0.0, 0.0, 0.0, 0.0, 0.0, -0.15566015243530273, -0.07783007621765137, -0.038915038108825684, 0.0, 0.0, 0.0, -0.038915038108825684, 0.0, 0.0, 0.0, -0.038915038108825684]]",807-bc60740bd945df22b941326f4ee149a4
3742,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010954093188047409]]",1544-None
3743,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010954093188047409]]",1101-6e3448396e2ee63902a0af2aef147abd
3744,"[[0.0, 0.0, 0.0030278011690825224, 0.0, 0.0, 0.0, 0.0030278011690825224, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0030278011690825224, 0.0, 0.009083403274416924]]",1618-ae9eedb427f5b2235befd37366fc09d7
3745,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",750-c1b03be73e47efa50ba40eb48dde729a
3746,"[[-0.1972925215959549, -0.09864626079797745, -0.1972925215959549, -0.1972925215959549, -0.1972925215959549, -0.09864626079797745, -0.049323130398988724, -0.24661564826965332, -0.09864626079797745, -0.14796939492225647, -0.1972925215959549, -0.09864626079797745, 0.0, -0.049323130398988724, -0.049323130398988724, -0.049323130398988724]]",1285-c98f23c5f01e87429e00db4566cca238
3747,"[[0.0, -0.6116407513618469, 0.0, 0.0, 0.0, -0.5436806678771973, 0.0, 0.0, 0.0, -0.06796008348464966, 0.0, 0.0, 0.0, 0.0, 0.0, -0.13592016696929932]]",1747-ae9eedb427f5b2235befd37366fc09d7
